Filename                                                                                                                                                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
Sources/SwiftMTPStore/Models/LearnedProfileEntity.swift                                                                                                             1                 0   100.00%           1                 0   100.00%          14                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/MTPObjectEntity.swift                                                                                                                  2                 0   100.00%           2                 0   100.00%          15                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/MTPStorageEntity.swift                                                                                                                 2                 0   100.00%           2                 0   100.00%          11                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/ProfilingMetricEntity.swift                                                                                                            1                 0   100.00%           1                 0   100.00%           9                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/ProfilingRunEntity.swift                                                                                                               2                 0   100.00%           2                 0   100.00%           5                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/SnapshotEntity.swift                                                                                                                   1                 0   100.00%           1                 0   100.00%           6                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/SubmissionEntity.swift                                                                                                                 1                 0   100.00%           1                 0   100.00%           7                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/Models/TransferEntity.swift                                                                                                                   1                 0   100.00%           1                 0   100.00%          15                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/StoreActor.swift                                                                                                                             83                 0   100.00%          20                 0   100.00%         295                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/SwiftMTPStore.swift                                                                                                                           3                 0   100.00%           2                 0   100.00%          20                 0   100.00%           0                 0         -
Sources/SwiftMTPStore/SwiftMTPStoreAdapter.swift                                                                                                                   46                 0   100.00%          29                 0   100.00%         176                 0   100.00%           0                 0         -
Sources/SwiftMTPSync/MirrorEngine.swift                                                                                                                            85                 0   100.00%          31                 0   100.00%         238                 0   100.00%           0                 0         -
Sources/SwiftMTPSync/SyncEngine.swift                                                                                                                               1                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
Sources/SwiftMTPTestKit/FaultInjectingLink.swift                                                                                                                   44                19    56.82%          23                 8    65.22%          89                32    64.04%           0                 0         -
Sources/SwiftMTPTestKit/FaultTypes.swift                                                                                                                           39                 1    97.44%          16                 0   100.00%          86                 0   100.00%           0                 0         -
Sources/SwiftMTPTestKit/TranscriptRecorder.swift                                                                                                                   81                46    43.21%          49                26    46.94%         234               128    45.30%           0                 0         -
Sources/SwiftMTPTestKit/TranscriptReplayLink.swift                                                                                                                 57                12    78.95%          35                10    71.43%         175                11    93.71%           0                 0         -
Sources/SwiftMTPTestKit/VirtualDeviceConfig.swift                                                                                                                  17                 1    94.12%          17                 1    94.12%         161                 1    99.38%           0                 0         -
Sources/SwiftMTPTestKit/VirtualMTPDevice.swift                                                                                                                     80                16    80.00%          50                 8    84.00%         255                21    91.76%           0                 0         -
Sources/SwiftMTPTestKit/VirtualMTPLink.swift                                                                                                                       72                 3    95.83%          40                 0   100.00%         130                 2    98.46%           0                 0         -
Sources/SwiftMTPTransportLibUSB/InterfaceProbe.swift                                                                                                              154               154     0.00%          27                27     0.00%         300               300     0.00%           0                 0         -
Sources/SwiftMTPTransportLibUSB/LibUSBContext.swift                                                                                                                12                 3    75.00%           7                 2    71.43%          37                 4    89.19%           0                 0         -
Sources/SwiftMTPTransportLibUSB/LibUSBTransport.swift                                                                                                             394               354    10.15%          89                83     6.74%         595               519    12.77%           0                 0         -
Sources/SwiftMTPTransportLibUSB/LibUSBTransportFactory.swift                                                                                                       11                 4    63.64%           1                 0   100.00%          15                 0   100.00%           0                 0         -
Sources/SwiftMTPTransportLibUSB/ManagerBridge.swift                                                                                                                10                 5    50.00%           3                 2    33.33%          26                13    50.00%           0                 0         -
Sources/SwiftMTPTransportLibUSB/MockTransport.swift                                                                                                                88                48    45.45%          51                27    47.06%         158                74    53.16%           0                 0         -
Sources/SwiftMTPTransportLibUSB/MockTransportFactory.swift                                                                                                         14                 8    42.86%           4                 1    75.00%          44                11    75.00%           0                 0         -
Sources/SwiftMTPTransportLibUSB/PTPContainer+USB.swift                                                                                                             23                 1    95.65%          12                 1    91.67%          67                 1    98.51%           0                 0         -
Sources/SwiftMTPTransportLibUSB/USBDeviceWatcher.swift                                                                                                             58                58     0.00%          15                15     0.00%         113               113     0.00%           0                 0         -
Sources/SwiftMTPXPC/MTPXPCListener.swift                                                                                                                           11                 0   100.00%           9                 0   100.00%          54                 0   100.00%           0                 0         -
Sources/SwiftMTPXPC/MTPXPCServiceImpl.swift                                                                                                                        70                 9    87.14%          19                 1    94.74%         317                12    96.21%           0                 0         -
Sources/SwiftMTPXPC/Protocol.swift                                                                                                                                 65                 8    87.69%          36                 0   100.00%         186                 0   100.00%           0                 0         -
Sources/Tools/swiftmtp-cli/BDDScenarios.swift                                                                                                                      21                21     0.00%           7                 7     0.00%          57                57     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/CollectCommand.swift                                                                                                                   213               213     0.00%          77                77     0.00%         533               533     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/BDDCommand.swift                                                                                                               17                17     0.00%           1                 1     0.00%          48                48     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/CollectCLICommand.swift                                                                                                        23                23     0.00%          10                10     0.00%          53                53     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/DeleteMoveEventsCommands.swift                                                                                                135               135     0.00%          24                24     0.00%         244               244     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/LearnPromoteCommand.swift                                                                                                     129               129     0.00%          16                16     0.00%         371               371     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/ProbeCommand.swift                                                                                                             48                48     0.00%           7                 7     0.00%         125               125     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/SnapshotCommand.swift                                                                                                          14                14     0.00%           1                 1     0.00%          39                39     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/StorageListCommands.swift                                                                                                      57                57     0.00%           4                 4     0.00%          95                95     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/SystemCommands.swift                                                                                                           36                36     0.00%           5                 5     0.00%          91                91     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/TransferCommands.swift                                                                                                        159               159     0.00%          19                19     0.00%         281               281     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Commands/WizardCommand.swift                                                                                                            69                69     0.00%          17                17     0.00%         207               207     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/GitHubIntegration.swift                                                                                                                 35                35     0.00%          14                14     0.00%         106               106     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/ProfileCommand.swift                                                                                                                    42                42     0.00%          10                10     0.00%         110               110     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Redaction.swift                                                                                                                          9                 3    66.67%           9                 3    66.67%          33                 5    84.85%           0                 0         -
Sources/Tools/swiftmtp-cli/Redactor.swift                                                                                                                          15                10    33.33%           5                 2    60.00%          40                22    45.00%           0                 0         -
Sources/Tools/swiftmtp-cli/SpinnerCompat.swift                                                                                                                     23                23     0.00%          12                12     0.00%          27                27     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/StorybookCommand.swift                                                                                                                  52                52     0.00%          11                11     0.00%         154               154     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/SubmitCommand.swift                                                                                                                     26                26     0.00%           5                 5     0.00%          76                76     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Support/CLIState.swift                                                                                                                  45                45     0.00%          15                15     0.00%          98                98     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/Support/DeviceOpen.swift                                                                                                                47                47     0.00%          18                18     0.00%         106               106     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/USBDumper.swift                                                                                                                         37                37     0.00%           2                 2     0.00%         104               104     0.00%           0                 0         -
Sources/Tools/swiftmtp-cli/main.swift                                                                                                                             115               115     0.00%          29                29     0.00%         223               223     0.00%           0                 0         -
Tests/BDDTests/CucumberTests.swift                                                                                                                                 33                10    69.70%          18                 4    77.78%         110                18    83.64%           0                 0         -
Tests/CoreTests/BusyBackoffTests.swift                                                                                                                             91                 7    92.31%          52                 0   100.00%         274                 7    97.45%           0                 0         -
Tests/CoreTests/CoreSupplementalCoverageTests.swift                                                                                                                60                 3    95.00%          50                 0   100.00%         111                 6    94.59%           0                 0         -
Tests/CoreTests/DeviceActorTests.swift                                                                                                                            156                 0   100.00%         150                 0   100.00%         467                 0   100.00%           0                 0         -
Tests/CoreTests/DeviceFilterTests.swift                                                                                                                           141                13    90.78%         109                 0   100.00%         467                20    95.72%           0                 0         -
Tests/CoreTests/DeviceServiceCoverageTests.swift                                                                                                                  159                28    82.39%         121                22    81.82%         542                56    89.67%           0                 0         -
Tests/CoreTests/DeviceSpecificScenarioTests.swift                                                                                                                  14                 0   100.00%           4                 0   100.00%          77                 0   100.00%           0                 0         -
Tests/CoreTests/ExitTests.swift                                                                                                                                    63                 0   100.00%          60                 0   100.00%         132                 0   100.00%           0                 0         -
Tests/CoreTests/FallbackLadderTests.swift                                                                                                                         133                 8    93.98%          97                 2    97.94%         426                13    96.95%           0                 0         -
Tests/CoreTests/LearnedProfileCoverageTests.swift                                                                                                                 179                 1    99.44%         177                 1    99.44%         495                 1    99.80%           0                 0         -
Tests/CoreTests/MTPErrorTests.swift                                                                                                                                57                 2    96.49%          53                 0   100.00%         115                 4    96.52%           0                 0         -
Tests/CoreTests/MTPProtocolEdgeCaseTests.swift                                                                                                                    209                11    94.74%         175                 0   100.00%         419                10    97.61%           0                 0         -
Tests/CoreTests/PTPCodecTests.swift                                                                                                                               171                 9    94.74%         150                 0   100.00%         537                10    98.14%           0                 0         -
Tests/CoreTests/PTPLayerEnhancedTests.swift                                                                                                                        77                 0   100.00%          59                 0   100.00%         308                 0   100.00%           0                 0         -
Tests/CoreTests/PTPLayerTests.swift                                                                                                                               143                 3    97.90%         137                 0   100.00%         427                 6    98.59%           0                 0         -
Tests/CoreTests/ProfilingTests.swift                                                                                                                               24                 0   100.00%          18                 0   100.00%          70                 0   100.00%           0                 0         -
Tests/CoreTests/ProtoTransferCoverageTests.swift                                                                                                                  164                22    86.59%         127                 8    93.70%         351                22    93.73%           0                 0         -
Tests/CoreTests/QuirkSystemTests.swift                                                                                                                             57                11    80.70%          53                11    79.25%         184                11    94.02%           0                 0         -
Tests/CoreTests/SpinnerTests.swift                                                                                                                                 33                 0   100.00%          27                 0   100.00%         145                 0   100.00%           0                 0         -
Tests/CoreTests/SubstrateHardeningTests.swift                                                                                                                     123                25    79.67%         105                22    79.05%         435                65    85.06%           0                 0         -
Tests/CoreTests/TransferIOTests.swift                                                                                                                              28                 3    89.29%           5                 0   100.00%          88                 3    96.59%           0                 0         -
Tests/ErrorHandlingTests/CompositeErrorTests.swift                                                                                                                131                16    87.79%          74                 0   100.00%         352                29    91.76%           0                 0         -
Tests/ErrorHandlingTests/DatabaseErrorTests.swift                                                                                                                 120                13    89.17%          85                 0   100.00%         273                 6    97.80%           0                 0         -
Tests/ErrorHandlingTests/ProtocolErrorTests.swift                                                                                                                 102                 7    93.14%          86                 0   100.00%         225                10    95.56%           0                 0         -
Tests/ErrorHandlingTests/SyncErrorTests.swift                                                                                                                      87                11    87.36%          65                 0   100.00%         202                22    89.11%           0                 0         -
Tests/ErrorHandlingTests/TransportErrorTests.swift                                                                                                                143                18    87.41%         105                 0   100.00%         356                36    89.89%           0                 0         -
Tests/FileProviderTests/FileProviderChangeSignalingTests.swift                                                                                                     30                 0   100.00%          27                 0   100.00%          69                 0   100.00%           0                 0         -
Tests/FileProviderTests/FileProviderCoverageTests.swift                                                                                                            99                17    82.83%          66                 5    92.42%         286                16    94.41%           0                 0         -
Tests/FileProviderTests/FileProviderDomainTests.swift                                                                                                              22                 0   100.00%          22                 0   100.00%          64                 0   100.00%           0                 0         -
Tests/FileProviderTests/FileProviderEnumeratorTests.swift                                                                                                          21                 5    76.19%          20                 5    75.00%          85                 5    94.12%           0                 0         -
Tests/FileProviderTests/FileProviderExtensionTests.swift                                                                                                           66                13    80.30%          57                11    80.70%         395                29    92.66%           0                 0         -
Tests/FileProviderTests/FileProviderItemTests.swift                                                                                                                98                 0   100.00%          98                 0   100.00%         430                 0   100.00%           0                 0         -
Tests/FileProviderTests/LiveIndexTests.swift                                                                                                                      100                 1    99.00%          60                 1    98.33%         284                 1    99.65%           0                 0         -
Tests/IndexTests/DeviceIdentityTests.swift                                                                                                                         78                 0   100.00%          51                 0   100.00%         235                 0   100.00%           0                 0         -
Tests/IndexTests/DiffEngineIntegrationTests.swift                                                                                                                  68                 0   100.00%          66                 0   100.00%         171                 0   100.00%           0                 0         -
Tests/IndexTests/DiffEngineTests.swift                                                                                                                             14                 0   100.00%           8                 0   100.00%          40                 0   100.00%           0                 0         -
Tests/IndexTests/IndexCoverageTests.swift                                                                                                                         207                47    77.29%         130                35    73.08%         588                86    85.37%           0                 0         -
Tests/IndexTests/IndexOrchestratorTests.swift                                                                                                                      63                 0   100.00%          11                 0   100.00%         240                 0   100.00%           0                 0         -
Tests/IndexTests/MirrorEngineTests.swift                                                                                                                           44                10    77.27%          15                 8    46.67%         150                32    78.67%           0                 0         -
Tests/IndexTests/PathKeyTests.swift                                                                                                                                63                 0   100.00%          54                 0   100.00%         366                 0   100.00%           0                 0         -
Tests/IndexTests/SQLiteIndexIntegrationTests.swift                                                                                                                171                 1    99.42%          36                 0   100.00%         776                 0   100.00%           0                 0         -
Tests/IndexTests/SnapshotterTests.swift                                                                                                                            36                22    38.89%          29                22    24.14%          99                61    38.38%           0                 0         -
Tests/IndexTests/TransferJournalTests.swift                                                                                                                        82                 0   100.00%          12                 0   100.00%         441                 0   100.00%           0                 0         -
Tests/IntegrationTests/FileProviderIntegrationTests.swift                                                                                                          10                 0   100.00%          10                 0   100.00%          34                 0   100.00%           0                 0         -
Tests/IntegrationTests/PerformanceRegressionTests.swift                                                                                                            74                 5    93.24%          44                 3    93.18%         229                 8    96.51%           0                 0         -
Tests/IntegrationTests/RealDeviceIntegrationTests.swift                                                                                                            45                 7    84.44%          37                 2    94.59%         134                14    89.55%           0                 0         -
Tests/IntegrationTests/TransportIntegrationTests.swift                                                                                                             89                 3    96.63%          45                 0   100.00%         226                 3    98.67%           0                 0         -
Tests/PropertyTests/CoreModelPropertyTests.swift                                                                                                                  238                11    95.38%         182                 7    96.15%        2210                15    99.32%           0                 0         -
Tests/PropertyTests/CoverageBoostTests.swift                                                                                                                      331                 3    99.09%         314                 0   100.00%         837                 3    99.64%           0                 0         -
Tests/PropertyTests/ModelPropertyTests.swift                                                                                                                        7                 0   100.00%           7                 0   100.00%          51                 0   100.00%           0                 0         -
Tests/PropertyTests/MutationTests.swift                                                                                                                            10                 0   100.00%           4                 0   100.00%          29                 0   100.00%           0                 0         -
Tests/PropertyTests/PTPCodecFuzzTests.swift                                                                                                                        88                 1    98.86%          44                 0   100.00%         248                 0   100.00%           0                 0         -
Tests/PropertyTests/QuirkDatabaseCoverageTests.swift                                                                                                               66                 1    98.48%          59                 1    98.31%         257                 1    99.61%           0                 0         -
Tests/PropertyTests/ThroughputCoverageTests.swift                                                                                                                  29                 1    96.55%          29                 1    96.55%          60                 1    98.33%           0                 0         -
Tests/ScenarioTests/FileTransferIntegrationTests.swift                                                                                                            100                14    86.00%          39                 7    82.05%         271                21    92.25%           0                 0         -
Tests/ScenarioTests/FileTransferScenarioTests.swift                                                                                                                38                11    71.05%           8                 1    87.50%         138                26    81.16%           0                 0         -
Tests/ScenarioTests/PerformanceScenarioTests.swift                                                                                                                 95                31    67.37%          26                 6    76.92%         330                62    81.21%           0                 0         -
Tests/ScenarioTests/ResumeScenarioTests.swift                                                                                                                      67                 0   100.00%          45                 0   100.00%         214                 0   100.00%           0                 0         -
Tests/ScenarioTests/TestUtilities.swift                                                                                                                            10                 0   100.00%           8                 0   100.00%          29                 0   100.00%           0                 0         -
Tests/SnapshotTests/ModelSnapshotTests.swift                                                                                                                       49                45     8.16%          45                42     6.67%         696               687     1.29%           0                 0         -
Tests/SnapshotTests/SnapshotVerificationTests.swift                                                                                                                13                 1    92.31%           8                 0   100.00%          30                 2    93.33%           0                 0         -
Tests/SnapshotTests/TestView.swift                                                                                                                                  3                 3     0.00%           3                 3     0.00%          34                34     0.00%           0                 0         -
Tests/SnapshotTests/VisualRegressionTests.swift                                                                                                                     2                 0   100.00%           2                 0   100.00%          25                 0   100.00%           0                 0         -
Tests/StoreTests/MTPObjectEntityTests.swift                                                                                                                        78                 0   100.00%          78                 0   100.00%         314                 0   100.00%           0                 0         -
Tests/StoreTests/StoreActorCoverageTests.swift                                                                                                                     31                 0   100.00%          22                 0   100.00%         133                 0   100.00%           0                 0         -
Tests/StoreTests/StoreAdapterTests.swift                                                                                                                           68                 0   100.00%          43                 0   100.00%         343                 0   100.00%           0                 0         -
Tests/StoreTests/StoreConcurrencyTests.swift                                                                                                                       98                 0   100.00%          53                 0   100.00%         816                 0   100.00%           0                 0         -
Tests/StoreTests/StoreErrorHandlingTests.swift                                                                                                                     87                 0   100.00%          47                 0   100.00%         429                 0   100.00%           0                 0         -
Tests/SyncTests/MirrorEngineCoverageTests.swift                                                                                                                    36                 0   100.00%          24                 0   100.00%         108                 0   100.00%           0                 0         -
Tests/SyncTests/MirrorEngineTests.swift                                                                                                                            31                 0   100.00%          24                 0   100.00%          70                 0   100.00%           0                 0         -
Tests/SyncTests/SyncConcurrencyTests.swift                                                                                                                         40                 0   100.00%          24                 0   100.00%         136                 0   100.00%           0                 0         -
Tests/SyncTests/SyncEngineTests.swift                                                                                                                              36                 2    94.44%          19                 0   100.00%          92                 2    97.83%           0                 0         -
Tests/SyncTests/SyncErrorHandlingTests.swift                                                                                                                       27                 0   100.00%          17                 0   100.00%          89                 0   100.00%           0                 0         -
Tests/TestKitTests/FaultInjectingTests.swift                                                                                                                       11                 0   100.00%           9                 0   100.00%          44                 0   100.00%           0                 0         -
Tests/TestKitTests/TestKitCoverageTests.swift                                                                                                                     198                14    92.93%          90                 1    98.89%         403                15    96.28%           0                 0         -
Tests/TestKitTests/TestUtilities.swift                                                                                                                             18                18     0.00%           8                 8     0.00%          49                49     0.00%           0                 0         -
Tests/TestKitTests/VirtualDeviceTests.swift                                                                                                                        29                 3    89.66%          17                 1    94.12%          68                 4    94.12%           0                 0         -
Tests/ToolingTests/CollectPrivacyTests.swift                                                                                                                       14                 0   100.00%          14                 0   100.00%          33                 0   100.00%           0                 0         -
Tests/TransportTests/InterfaceProbeTests.swift                                                                                                                    164                 0   100.00%         164                 0   100.00%         500                 0   100.00%           0                 0         -
Tests/TransportTests/LibUSBConcurrencyTests.swift                                                                                                                  46                 0   100.00%          36                 0   100.00%         290                 0   100.00%           0                 0         -
Tests/TransportTests/LibUSBConfigurationTests.swift                                                                                                               120                 0   100.00%         118                 0   100.00%         299                 0   100.00%           0                 0         -
Tests/TransportTests/LibUSBDeviceTests.swift                                                                                                                       99                 2    97.98%          97                 2    97.94%         377                 6    98.41%           0                 0         -
Tests/TransportTests/LibUSBEndpointTests.swift                                                                                                                    130                 0   100.00%         117                 0   100.00%         325                 0   100.00%           0                 0         -
Tests/TransportTests/LibUSBErrorHandlingTests.swift                                                                                                               113                 5    95.58%          96                 0   100.00%         246                10    95.93%           0                 0         -
Tests/TransportTests/LibUSBTransportComprehensiveTests.swift                                                                                                      264                 0   100.00%         262                 0   100.00%         651                 0   100.00%           0                 0         -
Tests/TransportTests/PTPUSBHelpersCoverageTests.swift                                                                                                              65                 3    95.38%          58                 0   100.00%         151                 4    97.35%           0                 0         -
Tests/TransportTests/TransportTests.swift                                                                                                                          85                 0   100.00%          61                 0   100.00%         189                 0   100.00%           0                 0         -
Tests/TransportTests/USBDeviceWatcherTests.swift                                                                                                                  133                 2    98.50%         129                 2    98.45%         337                 2    99.41%           0                 0         -
Tests/XPCTests/XPCProtocolCoverageTests.swift                                                                                                                      83                 0   100.00%          66                 0   100.00%         157                 0   100.00%           0                 0         -
